,Player,Year,Age,MP,G,FGA,Load,Pts/75,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,3p Pro,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
1909,Mike Gale,1978,27.0,2091,70,12.2,24.1,10.1,-0.005,2.6,6.6,86.0,0.153,-0.5,0.6,2.1,0.87,0.0,-3.4,-5.6,-0.3,1.0,0.0,0.0,0.0,0.0,0,,
1910,Mike Glenn,1979,23.0,1171,75,19.0,28.2,17.1,0.037000000000000005,3.0,4.6,89.0,0.08900000000000001,0.2,-0.1,2.5,0.91,0.0,-4.0,-8.4,-0.3,-1.4,18.2,7.3,1.6,1.0,0,,
1911,Mike Gminski,1982,22.0,740,64,17.0,26.9,15.8,-0.018000000000000002,1.3,3.1,99.0,0.13,-0.6,-0.8,7.4,0.82,0.0,4.0,4.5,-1.7,-1.6,16.3,4.9,0.6,2.8,0,,
1912,Mike James,2004,28.0,1684,55,15.6,28.4,13.5,0.017,4.6,6.2,118.0,0.08800000000000001,-0.4,0.3,2.9,0.8,0.38,-4.2,-3.7,0.8,0.9,14.4,9.7,4.2,2.7,0,,
1913,Mike Miller,2002,21.0,2123,63,19.5,30.6,17.4,0.022000000000000002,3.6,5.0,116.0,0.085,0.4,0.0,4.4,0.76,0.38,-3.2,-2.3,1.6,1.8,18.3,15.1,3.0,3.9,0,,
1914,Mike Mitchell,1980,24.0,2802,82,24.0,32.0,22.1,0.026000000000000002,1.6,2.0,80.0,0.08800000000000001,1.2,-0.9,5.6,0.79,0.0,0.7,1.9,0.8,0.7,23.1,20.8,1.0,6.7,1,1981.0,1.0
1915,Mike Newlin,1973,24.0,2658,82,18.8,33.8,16.3,0.012,3.6,4.9,88.0,0.131,0.3,0.3,5.8,0.89,,-3.0,-3.9,0.6,0.3,18.9,14.6,4.0,3.1,0,,
1916,Mike Riordan,1971,25.0,1320,82,12.4,20.7,9.4,-0.051,1.4,4.3,62.0,0.14800000000000002,-0.8,-0.2,3.4,0.62,,-2.2,-5.9,-1.1,-0.6,10.9,4.2,1.3,1.5,0,,
1918,Mike Woodson,1982,23.0,2186,76,21.6,32.5,19.7,0.011000000000000001,2.7,4.4,84.0,0.096,0.3,-0.1,5.5,0.78,0.07,-1.8,-6.2,0.4,0.7,20.4,15.0,2.4,2.9,0,,
1919,Mikki Moore,2001,25.0,1154,81,11.8,19.2,11.9,0.034,0.5,2.2,88.0,0.16699999999999998,-0.9,-1.4,5.7,0.73,0.0,5.4,4.0,-1.3,-0.1,12.7,4.4,0.4,3.5,0,,
1920,Mitch Kupchak,1978,23.0,1759,67,19.4,31.4,20.2,0.049,1.5,1.7,78.0,0.146,0.5,-1.0,10.2,0.7,0.0,2.7,3.3,-0.2,-0.7,0.0,0.0,0.0,0.0,0,,
1921,Mitch Richmond,1990,24.0,2799,78,20.8,32.6,20.9,0.039,3.4,3.5,108.0,0.10099999999999999,0.7,-0.5,7.6,0.87,0.23,-2.5,-4.1,1.1,0.6,21.3,19.8,2.4,4.1,1,1993.0,3.0
1922,Mo Williams,2005,22.0,2254,80,17.3,37.0,14.3,-0.025,6.0,7.1,111.0,0.124,-0.8,0.7,3.8,0.85,0.26,-3.1,-4.1,1.1,0.3,14.9,10.4,6.2,2.9,1,2009.0,4.0
1923,Monta Ellis,2007,21.0,2638,77,18.5,33.0,17.5,0.004,4.7,4.4,99.0,0.124,-0.3,-0.2,6.6,0.76,0.24,-2.9,-6.9,0.2,0.7,18.0,15.4,4.0,2.9,0,,
1924,Mookie Blaylock,1991,23.0,2585,72,19.4,33.5,14.3,-0.079,4.1,5.9,90.0,0.11599999999999999,-1.3,0.1,3.3,0.79,0.11,-3.9,-5.8,-1.0,-0.6,14.5,13.4,5.5,3.3,1,1994.0,3.0
1925,Morris Peterson,2002,24.0,1988,63,20.9,31.0,18.0,0.004,2.4,5.2,112.0,0.07400000000000001,0.2,-0.2,4.6,0.75,0.36,-0.7,-6.3,1.5,1.6,19.0,14.6,2.5,3.4,0,,
1926,Moses Malone,1978,22.0,2107,59,18.6,29.8,19.3,0.044000000000000004,0.2,0.6,86.0,0.165,0.9,-1.3,10.0,0.72,0.0,12.2,12.6,0.6,-0.5,21.0,24.9,0.6,18.0,1,1978.0,0.0
1927,Muggsy Bogues,1989,24.0,1755,79,11.4,31.1,8.6,-0.07400000000000001,6.1,3.6,77.0,0.109,-1.2,-0.2,2.4,0.75,0.02,-3.4,-6.0,-1.9,-2.8,8.8,5.0,6.9,2.0,0,,
1928,Mychal Thompson,1981,26.0,2790,79,19.2,30.7,16.9,-0.013999999999999999,2.2,4.7,77.0,0.13,0.2,0.0,5.4,0.64,0.0,2.0,4.8,0.3,1.7,17.6,16.2,3.2,8.3,0,,
1929,Nate McMillan,1988,23.0,2453,82,9.7,28.2,9.2,-0.006,3.0,9.8,80.0,0.131,-0.9,1.2,4.0,0.71,0.09,-1.4,-3.0,1.2,3.1,9.3,7.3,7.5,4.0,0,,
1930,Nate Robinson,2007,22.0,1356,64,20.4,30.7,18.9,0.011000000000000001,2.1,4.7,117.0,0.091,-0.3,-0.5,5.4,0.78,0.39,-0.5,-6.2,0.9,-0.1,19.5,10.3,1.5,2.3,0,,
1931,Nate Thurmond,1965,23.0,3173,77,15.7,23.7,12.1,-0.023,0.7,2.8,74.0,0.155,-0.2,-0.5,4.6,0.66,,3.9,12.9,-0.9,0.6,14.3,14.5,2.1,10.6,1,1965.0,0.0
1932,Nate Williams,1973,22.0,1979,80,19.7,27.7,15.9,0.006,1.4,3.4,79.0,0.11,0.2,-0.6,3.0,0.8,,-0.7,-2.2,0.5,-0.5,17.8,10.5,1.3,3.3,0,,
1933,Nazr Mohammed,2002,24.0,2168,82,17.2,23.7,14.4,-0.03,0.7,3.1,74.0,0.11800000000000001,-0.5,-1.1,5.3,0.62,0.0,6.9,7.4,-0.6,-0.3,15.2,9.8,0.4,7.3,0,,
1934,Neal Walk,1971,22.0,2033,82,19.4,28.8,16.3,-0.003,1.3,2.9,92.0,0.129,0.3,-0.5,5.5,0.77,,2.1,7.7,-0.3,0.5,18.3,10.9,1.2,5.9,0,,
1935,Nenad Krstic,2006,22.0,2469,80,19.1,27.2,17.6,0.006,2.1,1.9,80.0,0.107,0.0,-1.1,5.7,0.7,0.01,3.0,1.4,-0.2,-0.1,18.2,13.7,1.2,6.3,0,,
1936,Nene Hilario,2004,21.0,2504,77,12.9,23.7,14.0,0.062,2.1,3.5,79.0,0.161,0.0,-0.7,7.2,0.68,0.0,1.1,1.7,0.1,2.5,14.9,12.1,2.2,6.0,0,,
1937,Nick Anderson,1991,23.0,1971,70,21.0,30.1,18.2,-0.024,2.0,3.4,84.0,0.09300000000000001,-0.3,-0.7,6.3,0.67,0.18,-1.6,3.2,-0.4,-0.7,18.5,13.3,1.4,5.2,0,,
1938,Nick Collison,2006,25.0,1448,66,14.3,21.9,13.4,0.021,1.0,4.4,81.0,0.128,-0.3,-0.6,4.1,0.7,0.0,6.3,4.5,0.4,0.0,13.8,7.4,1.2,5.3,0,,
1939,Nick Van Exel,1995,23.0,2944,80,19.0,40.0,17.3,0.001,8.4,7.0,114.0,0.095,-0.3,1.1,5.1,0.78,0.36,-5.3,-6.3,1.5,1.6,17.6,16.4,7.7,2.7,1,1998.0,3.0
1940,Nick Young,2009,23.0,1837,82,21.7,30.7,19.2,-0.013999999999999999,2.7,3.4,117.0,0.085,-0.5,-0.7,5.5,0.85,0.33,-3.4,-6.9,-0.3,-2.4,19.5,11.2,1.2,1.9,0,,
1941,Nicolas Batum,2010,21.0,918,37,16.0,22.4,16.7,0.10300000000000001,1.4,3.1,127.0,0.071,0.9,-0.8,3.0,0.84,0.41,-1.0,0.1,2.1,2.1,17.1,10.9,1.3,4.0,0,,
1942,Nikola Vucevic,2013,22.0,2559,77,18.1,25.5,15.4,-0.001,1.8,3.9,82.0,0.114,-0.3,-0.6,2.6,0.68,0.0,6.7,13.7,0.2,0.3,16.0,13.9,1.9,12.0,0,,
1943,Norm Nixon,1979,23.0,3145,82,16.6,31.3,15.2,0.037000000000000005,4.9,7.1,78.0,0.105,0.4,1.1,2.9,0.78,0.0,-4.8,-7.4,1.4,3.2,16.1,15.9,7.9,2.6,1,1982.0,3.0
1944,Norm Van Lier,1971,23.0,3324,82,13.7,32.3,11.9,-0.006,3.2,5.7,81.0,0.154,-0.4,0.5,5.4,0.82,,-1.7,-0.4,0.4,0.1,13.6,13.2,8.5,5.0,1,1974.0,3.0
1945,O.J. Mayo,2010,22.0,3113,82,19.5,29.9,17.7,0.008,3.2,5.4,118.0,0.09699999999999999,0.0,0.0,4.3,0.81,0.38,-3.0,-5.3,1.3,1.1,18.1,17.6,3.1,3.7,0,,
1946,Olden Polynice,1989,24.0,835,80,10.3,16.4,10.1,-0.002,0.6,2.4,71.0,0.159,-0.7,-1.2,4.9,0.59,0.0,6.1,1.5,-1.4,1.3,10.3,2.8,0.2,2.4,0,,
1947,Oliver Miller,1994,23.0,1786,69,12.6,25.7,13.3,0.08900000000000001,2.2,5.9,72.0,0.179,0.1,0.1,3.8,0.58,0.03,2.5,7.4,1.1,4.9,13.8,9.1,3.2,6.5,0,,
